Date,Open,High,Low,Close,Adj Close,Volume,Volume_log
2015-01-02,0.08519175098012721,0.0796512460156873,0.0789506885985965,0.07788976559213662,0.07788976559213662,3436400,15.049935260748208
2015-01-05,0.07682497393628307,0.07161189635403598,0.07350799130902808,0.07113973993180583,0.07113973993180583,4168800,15.243139022454296
2015-01-06,0.07318590146906484,0.07015862893688407,0.07138787815198988,0.07064203037589867,0.07064203037589867,4116100,15.230416914021799
2015-01-07,0.07411900792573345,0.0720447815092976,0.07626096613791716,0.07698770855322606,0.07698770855322606,4159100,15.240809503113999
2015-01-08,0.08239247906988728,0.07894004047558767,0.08531102806971114,0.08473310586117555,0.08473310586117555,4282100,15.26995433496242
2015-01-09,0.08565828047857854,0.07992951921958191,0.08135558226533002,0.0788229591434137,0.0788229591434137,3360200,15.027511351578728
2015-01-12,0.08040187411021837,0.07507497759612908,0.07721028278781872,0.07512132145067196,0.07512132145067196,5919400,15.593745819308468
2015-01-13,0.08037074050381104,0.07776509344327376,0.07664072176842812,0.07621005517119445,0.07621005517119445,3908100,15.178562136232548
2015-01-14,0.07203509706637423,0.06966388956488695,0.07236882098599634,0.0736904658076834,0.0736904658076834,4802800,15.384709847350555
2015-01-15,0.07595408723266328,0.07015862893688407,0.07357129196148832,0.07294390147382263,0.07294390147382263,2892200,14.877528361920325
2015-01-16,0.07181735166058634,0.0724158124478238,0.072811828984717,0.07801421671321124,0.07801421671321124,4313800,15.277329975984562
2015-01-20,0.08139715286016991,0.07655919571212039,0.07762166460243453,0.07621005517119445,0.07621005517119445,4053300,15.215042168828685
2015-01-21,0.07536311822811431,0.06984940503415005,0.07290675582128209,0.07169962758405468,0.07169962758405468,4660700,15.354676423973043
2015-01-22,0.07433670587175545,0.07535329798096702,0.07502686897832028,0.08093815355972572,0.08093815355972572,5892000,15.5891062262863
2015-01-23,0.08049518000990863,0.07470394665760288,0.08081764743004427,0.07773422542289116,0.07773422542289116,3175800,14.971070441955375
2015-01-26,0.07800691194538101,0.0738690798649757,0.077874818928025,0.07953838696490795,0.07953838696490795,2461400,14.716241257993143
2015-01-27,0.07508320052904349,0.0709934957295113,0.07594455944411699,0.07316161973940971,0.07316161973940971,3220300,14.984985391412641
2015-01-28,0.07542533798116313,0.07090073799487973,0.06714765183791349,0.06423417410222959,0.06423417410222959,6388800,15.670057171814998
2015-01-29,0.06621876038034064,0.06524228027763912,0.0655021728637008,0.06893118344258997,0.06893118344258997,4461200,15.31092857025743
2015-01-30,0.06674755709160668,0.06295414606785998,0.06436300254066901,0.06152795552130225,0.06152795552130225,6242300,15.646859422374039
2015-02-02,0.06226868406741015,0.06465478317101048,0.062496043709221294,0.0702998609892369,0.0702998609892369,5119500,15.448567531328564
2015-02-03,0.07352803892118442,0.07000401698551706,0.07376114563461855,0.0751524104988428,0.0751524104988428,4981700,15.42128195694542
2015-02-04,0.07511428667568493,0.07006587120225255,0.07452060861138993,0.07278836130457716,0.07278836130457716,3574200,15.089252212627683
2015-02-05,0.07396348227299432,0.07433291571907674,0.07657742111596788,0.0794450723561998,0.0794450723561998,3084500,14.941900451833432
2015-02-06,0.07990421100535966,0.07974400375031881,0.08227327273112672,0.08103146816843382,0.08103146816843382,4050600,15.214375823134992
2015-02-09,0.0802463484574793,0.07461118892297136,0.07964685092290763,0.07776536193525768,0.07776536193525768,2429700,14.703278762478552
2015-02-10,0.07946876765354977,0.0762808753272824,0.08021641194229823,0.08022272573823142,0.08022272573823142,2975500,14.905922986144958
2015-02-11,0.0800286030516914,0.07553881345023011,0.07990000524849811,0.07947616140437064,0.07947616140437064,2732200,14.820618069440874
2015-02-12,0.08052626615655012,0.07597169860549174,0.08167203724338074,0.07981833079103234,0.07981833079103234,3608600,15.098830720572076
2015-02-13,0.0792821558541692,0.07346714540855348,0.07740013646094895,0.07530795066808821,0.07530795066808821,3669400,15.115538991450837
2015-02-17,0.07542533798116313,0.07275593986845386,0.077874818928025,0.07788976559213662,0.07788976559213662,2737300,14.822482956400625
2015-02-18,0.07673166803659281,0.07201387799140158,0.07806467260115518,0.07633445882807344,0.07633445882807344,2219900,14.6129731582595
2015-02-19,0.07495880848271175,0.06960208252909483,0.07448893414303454,0.0726328211353317,0.0726328211353317,2757800,14.829944180997588
2015-02-20,0.07203509706637423,0.07074612604351271,0.07287512963717724,0.0764899989973189,0.0764899989973189,4877600,15.400164058594584
2015-02-23,0.07492767487630442,0.06991125925088554,0.07363459261394861,0.07229065174867,0.07229065174867,3775500,15.144043647091163
2015-02-24,0.07275045811725495,0.07272503635055783,0.07499524279421543,0.07720542681881315,0.07720542681881315,2914700,14.885277799606971
2015-02-25,0.07862896709657147,0.07281779408518935,0.0788557617620314,0.07667662821473514,0.07667662821473514,2671900,14.798300762054069
2015-02-26,0.0760163069857121,0.07151913861940445,0.07705205529879339,0.07530795066808821,0.07530795066808821,2549800,14.751525874873705
2015-02-27,0.07498989462935324,0.06950932479446331,0.07436238112236454,0.07241510286974462,0.07241510286974462,3377400,15.032617036765876
2015-03-02,0.07340364687485273,0.06845799183373363,0.0706917158276788,0.07138859470975945,0.07138859470975945,4896700,15.404072271029868
2015-03-03,0.07054210775179814,0.06524228027763912,0.06806529401945965,0.06781136067389665,0.06781136067389665,3969600,15.194176143834193
2015-03-04,0.06559670522915023,0.06082062380944786,0.0649326118443102,0.06466965809759945,0.06466965809759945,3250100,14.994196630746119
2015-03-05,0.06624989398674797,0.063108758019227,0.06733750551104373,0.06821575562109572,0.06821575562109572,2711700,14.8130866712269
2015-03-06,0.06852041664548775,0.06691196668195015,0.06819189532438019,0.06578948086629277,0.06578948086629277,4099400,15.226351423440272
2015-03-09,0.06652981168581878,0.06397452832975026,0.0686665295072057,0.06843352135087849,0.06843352135087849,2608800,14.774401286775174
2015-03-10,0.06628098013338946,0.06060420482228873,0.062116288078710336,0.0592883099839156,0.0592883099839156,5258200,15.475299511004227
2015-03-11,0.06024694550133386,0.0568937538941971,0.06230619003609106,0.06006596336594716,0.06006596336594716,2893800,14.878081420851442
2015-03-12,0.06292182536524205,0.06150087865070808,0.06474270988692943,0.06700261824369425,0.06700261824369425,3539600,15.079524566893092
2015-03-13,0.06584553678157956,0.06078972029155183,0.062401116872656204,0.06171458473871849,0.06171458473871849,3320700,15.015686463183105
2015-03-16,0.06472581852553044,0.06255221161143776,0.06717927802201834,0.06796690084314211,0.06796690084314211,3858600,15.16581524051233
2015-03-17,0.06525456777703059,0.06069696255692025,0.0645212300296944,0.06414085949352144,0.06414085949352144,2580000,14.763300344494624
2015-03-18,0.06360610026948127,0.06403638254648575,0.0645212300296944,0.06802912640367942,0.06802912640367942,3490600,15.065584485656531
2015-03-19,0.06696525503762868,0.062335745443335255,0.0661350345355517,0.06454525444072051,0.06454525444072051,2633800,14.783938607937735
2015-03-20,0.06569001112884049,0.06177919903554602,0.06752735918417391,0.06656713424832439,0.06656713424832439,5858700,15.5834384646253
2015-03-23,0.06646759193277002,0.0632324192717546,0.06793874099878972,0.06666044885703254,0.06666044885703254,3046900,14.929635566465274
2015-03-24,0.06578331702853074,0.06066605903902422,0.06547054667959595,0.0627099563863372,0.0627099563863372,2764500,14.832370706489124
2015-03-25,0.06397932386824234,0.059027228971665846,0.06331875905420237,0.06043922180077971,0.06043922180077971,3993400,15.200153806748085
2015-03-26,0.05782089718985506,0.05525497100778215,0.05996454873756729,0.05879060042800838,0.05879060042800838,3549800,15.082402103542355
2015-03-27,0.06024694550133386,0.05587337163230682,0.06123027208126902,0.06146572996076494,0.06146572996076494,3480700,15.062744268246602
2015-03-30,0.06332618257041045,0.06270677638186145,0.06518571788565009,0.06796690084314211,0.06796690084314211,3348900,15.0241427902764
2015-03-31,0.06733847863638981,0.061624587084179006,0.06553379904780565,0.06280331845924103,0.06280331845924103,3600200,15.096500235201049
2015-04-01,0.06292182536524205,0.05809965162535047,0.06278082421891662,0.060097052414118,0.060097052414118,3693600,15.122112420913455
2015-04-02,0.0605890829534535,0.05584242093346742,0.062021361242145245,0.06043922180077971,0.06043922180077971,2336100,14.663993858296962
2015-04-06,0.05875400364652361,0.05754305803661791,0.06018607687905286,0.061061335013565865,0.061061335013565865,2446900,14.710332883903064
2015-04-07,0.06049577705376319,0.05621349905293693,0.06154672705931974,0.05888391503671653,0.05888391503671653,2760900,14.831067633695724
2015-04-08,0.05906505495200176,0.05547138999494128,0.06097716603992909,0.059568253810039995,0.059568253810039995,4775700,15.379051327404703
2015-04-09,0.05881622339957243,0.05522402030894269,0.060850564735008605,0.06071916562690416,0.06071916562690416,2821000,14.852602344468297
2015-04-10,0.060060333701953295,0.0553786322603097,0.06161002771177998,0.06025259258336346,0.06025259258336346,2353800,14.67154202627054
2015-04-13,0.0596248903501434,0.05599703288483443,0.06154672705931974,0.06012818892648453,0.06012818892648453,2149500,14.580746280142836
2015-04-14,0.06077569475283401,0.05544048647704519,0.05876207776207526,0.057919632437268664,0.057919632437268664,2929700,14.890410928004451
2015-04-15,0.05791420308954531,0.054543765467682526,0.06021770306315771,0.05779522878038973,0.05779522878038973,2620700,14.77895239720213
2015-04-16,0.0571988420386646,0.05244119390810986,0.05743305376591329,0.05589775262966479,0.05589775262966479,2693100,14.806203875732118
2015-04-17,0.053155412366277965,0.04854518032981181,0.053097900615271754,0.05154286521177043,0.05154286521177043,4613700,15.34454091284188
2015-04-20,0.05467948782749549,0.05123529617695649,0.056831818278167245,0.05586661611729826,0.05586661611729826,2669600,14.797439581007184
2015-04-21,0.05688779073318645,0.05142081164621953,0.055597721118570365,0.05291154275841736,0.05291154275841736,3008200,14.9168527836279
2015-04-22,0.0538086011238757,0.05064779907032785,0.055502794282005274,0.055555583243003026,0.055555583243003026,2629400,14.782266621559469
2015-04-23,0.05548815477806651,0.053121448749370026,0.057211573908678204,0.056924213325454276,0.056924213325454276,2630700,14.782760908562446
2015-04-24,0.05564368043080559,0.05166818133221812,0.05759128125493862,0.05586661611729826,0.05586661611729826,2255500,14.628882679191163
2015-04-27,0.056514567134425375,0.05108068422558948,0.054806631957694196,0.0527560025891719,0.0527560025891719,3210600,14.981968704995664
2015-04-28,0.05194238821053854,0.051915551018216655,0.05392061596025283,0.05720420461577441,0.05720420461577441,2564700,14.75735246059151
2015-04-29,0.05449287602811498,0.05231748547463888,0.057021720235548023,0.05686203522911265,0.05686203522911265,3127000,14.955584956235258
2015-04-30,0.05495940552656631,0.05173003554895361,0.05499648563082438,0.05312930848820013,0.05312930848820013,3554600,15.083753378633595
2015-05-01,0.05564368043080559,0.054172734529156386,0.057717834275608615,0.059817108587993606,0.059817108587993606,2797900,14.84438005116558
2015-05-04,0.0648191244252207,0.06335612770522553,0.06471108370282458,0.06849569944722012,0.06849569944722012,4229400,15.25757093343015
2015-05-05,0.06780505559460703,0.06363440090912015,0.06632488820868188,0.06354983532890612,0.06354983532890612,2993500,14.911954163404612
2015-05-06,0.06497465007795977,0.06060420482228873,0.0613568733861895,0.061123560574103175,0.061123560574103175,3320500,15.015626233122324
2015-05-07,0.06002924755531186,0.06085157450828732,0.06268589738235147,0.06588279547500092,0.06588279547500092,3314300,15.013757299639556
2015-05-08,0.06982674670091743,0.06981850151625396,0.07230552033353604,0.07521463605938011,0.07521463605938011,5277900,15.479039038764526
2015-05-11,0.07586078133297303,0.07028233737035505,0.07103979698983431,0.06855792500775743,0.06855792500775743,3814700,15.154372844793054
2015-05-12,0.06606328218736746,0.06044959287092172,0.06480601053938967,0.06426526315040043,0.06426526315040043,2823200,14.853381905551126
2015-05-13,0.062361989967100406,0.05840882834714117,0.06477438435528482,0.0626166417776291,0.0626166417776291,2621700,14.779333901715567
2015-05-14,0.065658924982199,0.0618101025534421,0.06635656267703727,0.067344787630356,0.067344787630356,2326400,14.659832996169937
2015-05-15,0.06786722788788996,0.06261401864722987,0.06676789620740253,0.06572725530575546,0.06572725530575546,2423500,14.70072374689385
2015-05-18,0.0661876742336992,0.06202652154060123,0.06800199336699941,0.06750032779960141,0.06750032779960141,2266200,14.633615419195825
